X1;X2;X3;X4;X5;X6;Y
261800;85800;85800;2330.98;20771.17;0;0
335500;55000;58000;8867.15;148543.79;0;0
385000;47732;49130;18660.46;201874.87;68;0
374000;66000;66000;10282.35;191044.62;0;0
297000;66000;70518;18656.54;210301.44;23;1
258500;44000;0;11673.35;255371.2;0;1
346500;0;0;18735.87;348990.68;0;0
55000;41981;41941;4.47;28.84;8;0
275000;0;0;11310.9;193647.58;0;1
55000;106211;106622;3.93;33.91;49;0
390500;27500;30500;27023.38;658797.37;0;1
566133;27500;27500;87110.33;843330.08;0;0
357134;49500;49500;58489.84;218569.15;0;1
55000;52800;60288;5.92;28.63;0;1
458700;0;0;116451.07;510161.22;0;0
374000;49500;49500;11291.97;167158.8;0;0
55000;64909;0;4.6;35.41;68;0
346500;0;0;7153.89;62683.71;0;1
165000;0;0;2230.58;28596.05;0;1
0;60684;35860;1.36;6.36;24;0
296083;0;0;2075.73;34717.07;0;0
654500;46860;46860;24226.82;192913.9;0;0
163900;41332;42585;16761.64;251324.69;2;0
283800;87853;121759;2245.65;19500.6;46;0
137500;50050;49500;10822.35;98322.23;5;0
319000;67106;0;4765.65;42784.41;8;0
440000;66000;0;5882.36;145613.39;0;0
137500;49500;56028;9003.12;127145.37;25;1
118800;11000;11000;7860.02;121372.54;0;0
517000;58627;59815;12772.12;321500.67;7;0
280500;41993;44360;3878.01;34678.63;1;0
324500;55000;58000;13462.47;223062.11;0;0
374000;55000;58000;5698.91;109869.64;0;0
715000;120662;94302;23707.66;326957;60;0
506000;55000;58575;3554.61;99369.46;2;0
264000;157765;190084;4199.32;65088.43;80;0
264000;60500;63500;8471.46;93487.53;0;0
346500;0;0;17397.34;292360.9;0;0
368500;27500;30500;14312.83;224223.77;0;1
398200;27500;0;9260.9;172239.3;0;0
348333;27500;30500;13727.28;313481.65;0;1
82500;0;0;884.42;12167.77;0;1
264000;57651;63852;15399.61;167729.34;18;0
225500;49500;0;5602.96;25088.29;7;0
522500;140800;145888;12939.76;201468.45;67;0
261800;63800;64496;7462.26;80339.58;3;0
116967;45134;42684;10102.81;115032.05;9;0
803000;66000;69000;37963.2;761895.09;0;0
338798;66000;0;8309.72;133111.95;0;1
613800;66000;0;15635.29;171373.72;0;0
264000;49500;49500;15537.85;322705.92;0;0
264000;49500;49500;13430.99;146838.72;0;0
544500;0;0;8350.42;85528.26;0;0
412500;0;0;5939.95;130661.98;0;1
308000;117818;112660;14210.63;241190.89;69;0
264000;49500;52500;14422.7;76088.62;0;0
264000;49500;52500;7978.84;109732;0;1
264000;49500;0;12452.46;256637.93;0;0
335500;27500;27500;15835.45;228142.37;0;0
385000;0;0;22906.45;128628.52;0;0
337883;19250;0;7425.59;175525.76;0;1
399667;42901;0;6625.02;75380.95;0;0
347600;16500;0;18178.29;109488.46;0;0
187918;0;0;2128.09;20001.89;0;1
275000;0;0;14096.83;234879.75;0;0
242000;49500;49500;13913.62;120910.93;0;0
781000;74800;77800;19507.17;223633.03;5;0
396000;55261;86178;5951.93;75366.56;30;1
495000;203571;177556;32123.02;343328.22;111;0
385000;0;0;20964.87;318468.65;0;0
355298;121368;143468;33238.42;768512.07;27;0
308000;33000;36000;12118.51;283909.71;0;0
60500;42627;0;27.63;346.13;4;0
220000;77000;77000;6689.54;54799.57;0;1
456500;0;0;19441.05;268959.77;0;1
264000;49500;0;7771.44;104599;0;1
373633;0;0;7965.04;165152.6;0;1
165000;0;0;1396.52;24924.05;0;0
363000;60500;79750;13018.87;140304.71;0;0
363000;60500;90620;16289.69;196593.67;0;0
291500;56650;70000;4869.17;13763.97;4;0
283800;63800;67900;6548.4;43599.92;0;0
297000;62172;52800;7464.04;77465.5;4;0
154000;33000;33000;5886.37;106160.52;0;1
236500;63360;0;10513.58;131881.94;0;0
261800;66000;0;9964.54;112284.31;0;0
264000;58498;67372;13548.03;162734.69;12;1
456500;27500;27500;7318.79;73457.35;0;0
423500;27500;0;6594.17;108047.98;1;0
264000;0;0;19355.71;301025.8;0;0
346500;0;0;11003.25;179855.82;0;0
400400;0;0;9320.59;68238.29;0;0
0;0;0;0;0;0;1
55000;121000;137876;3374.46;6142.08;28;0
324500;55000;58000;31800.16;248798.13;0;0
297000;60500;60500;955.66;14176.05;0;0
613800;68750;0;13233.86;224396.46;1;0
451000;69844;69000;6844.89;141862.49;4;0
368500;63360;82990;14001.96;102912.03;0;0
55000;236295;0;3.77;9.89;15;0
264000;49500;49500;6487.41;108612.94;0;0
373998;151800;151800;3771.44;50733.43;42;0
269500;60113;58300;7972.18;76225.14;4;1
445500;27500;27838;28869.22;353359.65;0;0
280500;84913;74377;16408.69;345446.27;19;0
473000;55000;58000;11734.93;263794.45;0;1
368867;0;0;6389.38;74657.17;0;1
671000;0;0;105799.66;2489864.67;0;0
368500;38864;30500;17336.52;199961.56;13;0
280498;0;0;7123.14;82058.09;0;0
433950;0;0;12770.02;158818.79;0;1
267667;13201;0;12809.49;68063.74;0;0
0;0;0;0;0;0;1
0;0;0;0;0;0;1
462000;60500;83500;332.28;3786.88;0;0
489500;169438;171300;7604.42;175415.32;60;0
264000;52884;60673;13730.54;148320.45;5;0
265833;140091;220764;7690.38;80658.52;44;0
302500;55000;58000;21700.1;159031.72;0;1
363000;78100;78100;12370.5;242989.19;4;0
346500;0;0;32629.25;269278.09;0;0
346500;0;0;12293.08;172611.38;0;0
209000;79586;0;9319.57;126820.19;4;0
390500;55000;0;13659.18;177694.23;0;0
456500;0;0;9235.79;303375.77;0;0
297000;55000;0;7562.91;97697.74;0;0
266933;49500;52500;22620.93;358892.76;1;0
239800;0;0;11908.83;131978.62;0;0
517000;33569;33000;11174.01;120259.12;2;0
33000;50810;165587;5164.76;45482.21;20;1
148500;49500;49500;11718.87;144383.52;0;0
335500;102300;0;40034;61587.39;0;0
390500;55000;58000;16994.42;373670.8;0;0
489500;179395;0;19708.56;292089.07;12;0
418000;33000;53500;1439.64;23888.53;0;1
374000;33000;36000;9354.5;214040.28;0;0
0;0;0;0;0;0;1
489500;55000;55000;12287.11;37975.72;13;0
731500;151800;151800;30815.03;497525.01;0;0
481800;66000;0;5146.09;129415.7;0;0
338798;0;0;12555.92;289919.14;0;0
429000;69644;43513;81691.3;485547.2;7;0
528000;55000;58000;7466.07;62797.87;0;0
271151;55000;58000;9083.21;198514.71;0;0
473000;33000;50903;4184.51;78362.82;0;0
330000;0;0;36397.41;578799.99;0;0
308000;80430;38091;12418.34;239056.75;33;1
429000;33000;54000;3802.97;34354.17;0;1
264000;49500;49500;6598.52;62822.18;0;0
522500;27500;77500;16906.43;235003.88;0;1
368500;27500;30500;9314.63;135045.27;0;0
368500;0;0;11462.73;293228.84;0;0
368500;62417;42078;23943.57;192315.6;39;0
363000;49500;52500;21003.77;635345.11;0;0
401500;27500;27500;18122.44;385931.91;0;0
264000;49500;52500;17185.86;120818.99;0;1
264000;49500;0;8942.04;89915.72;0;0
264000;49500;52500;5261.47;41827.6;0;1
264000;49500;59500;26252.4;366495.16;0;0
348700;0;0;21841.82;392901.55;0;0
335500;27500;30500;11768.08;140352.1;0;0
346500;0;0;11795.45;241548.35;0;1
346500;0;0;13996.51;295337.87;0;0
335500;27500;27500;13375.97;171590.24;0;0
348333;31351;0;6607.16;103577.99;0;0
347234;49500;52500;23760.63;209928.09;0;0
335500;27500;27500;21383.77;250861.02;0;1
477033;0;0;3922.1;80176.98;0;0
335500;27500;0;9434.24;211784.15;0;0
370333;36301;0;11308.89;139366.48;0;0
346500;0;0;9902.51;168528.33;0;0
346500;0;0;21473.76;265096.94;0;0
335500;27500;0;2152.59;17561.8;0;0
264000;49500;0;8047.8;96672.22;0;0
495000;27500;0;12761.96;291566.37;0;0
346500;0;0;4331.82;93507.3;0;1
341000;29700;0;8508.46;189466.22;0;1
330550;0;0;485.58;7826.52;0;0
223668;9167;0;2859.97;39668.63;0;1
313317;0;0;1923.9;35242.04;0;0
346500;58302;65804;6739.73;39884.04;46;0
253000;11000;14000;10984.76;137774.43;0;0
220000;11000;21500;14333.62;160566.01;0;0
306533;49500;52500;6082.87;97370.44;0;0
346500;0;0;15981.95;107242.92;0;1
341000;29700;0;3546.56;90146.41;0;0
357500;22000;22000;9044.79;164996.53;0;0
291500;55000;55000;17993.67;83547.68;0;0
264000;54036;49500;12212.75;246101.13;99;0
357500;22000;0;22083.16;335145.21;0;0
782100;0;0;6084.39;147011.34;0;0
429000;22000;50000;8059.59;232614.29;0;0
346500;0;0;26375.98;287473.74;0;0
467500;421957;508790;21169.57;213154.87;156;0
572000;55000;82621;28171.03;466818.34;6;0
55000;63360;63360;2.52;3.63;0;0
764500;35860;38860;10232.31;134637.13;0;0
368500;27500;0;44853.91;637179.99;0;0
347600;16500;0;21023.99;359750.82;0;1
346500;0;0;11847.39;275457.44;0;0
165000;0;0;139.53;3740.69;0;0
220000;74992;65998;3196.21;58118.2;13;0
341000;22000;25000;20785.72;399204.68;0;0
181500;35860;45740;3056.32;33406.91;0;0
495000;55000;58000;5350.27;180273.76;0;0
297000;0;0;17377.22;529345.53;0;0
264000;49500;0;8295.14;92148.62;0;0
522500;27500;25917;5584.96;98719.63;0;0
313500;66000;73871;8600.36;158994.36;42;0
203500;11000;20750;9901.11;108010.09;0;1
609400;99600;203937;5693.25;63334.69;2;0
605000;56075;85000;14854.16;177856.8;2;0
478500;36480;0;23366.58;203754.75;1;0
363000;2645596;2854794;18028.08;247148.28;1519;0
401500;55000;0;5330.74;31131.66;0;0
0;0;0;0;0;0;1
385000;55000;55000;18256.67;386542.98;0;0
379500;55000;55000;3785.92;96420.02;0;0
583000;55000;55000;2806.38;48897.3;0;0
308000;33000;34012;4784.48;78060.01;10;0
346500;49500;52500;6852.55;136509.73;0;0
335500;27500;30500;19221.25;319748.57;0;0
330000;74234;83250;13141.58;153964.96;2;1
336051;66000;66000;9553.6;166121.61;0;1
507284;66000;69000;16331.58;251226.79;0;1
390500;49500;0;3848.84;38615.34;0;0
379500;33000;51573;15859.91;432161.03;0;1
308000;44000;47000;2449.99;55413.13;0;1
308000;33000;36000;5554.21;64491.61;0;1
390500;27500;30500;14247.04;281351.62;0;1
412500;27500;27500;9775.9;257277.33;0;1
0;0;0;11961.87;307101.11;0;1
455953;22917;27500;11757.54;201549.77;0;1
335500;27500;30500;5669.23;116814.91;0;0
335500;27500;30500;9357.44;183008.76;0;0
346500;0;0;4831.53;62859.03;0;0
335500;27500;30500;6427.68;182723.16;0;1
335500;27500;44000;20101.68;246578.36;0;1
346500;0;0;17559.67;232655.86;0;1
269500;52800;55800;9859.67;110622.67;0;0
302867;0;63300;11852.94;220204.27;0;0
280500;55000;0;8465.35;126011.97;0;0
319000;33000;36000;32882.65;472528.49;0;0
473000;0;0;29205.36;516113.04;0;1
434500;27500;31186;16936.98;242921.1;0;1
319000;33000;36000;27302.64;510053.91;0;0
357500;27500;27500;7873.45;140781.89;0;0
297000;0;0;32580.94;381249.11;0;0
368500;27500;27500;8815.75;132236.09;6;0
335500;27500;0;11329.66;251836.98;0;1
338433;27500;30500;6454.38;120266.37;0;1
423867;27500;30500;20481.83;411725.9;0;1
264000;49500;38129;15462.9;192292.6;0;1
374000;75567;46261;11515.31;211440.06;18;0
346500;0;0;13002.89;265875.99;0;0
357500;22000;25000;3663.88;55891.49;0;0
374000;280221;171853;9162.67;131534.91;26;1
261800;405306;266496;4887.7;74645.22;302;0
148500;49500;49500;12945.12;229718.43;0;0
528000;55000;58000;27148.15;497010;0;1
0;0;0;295.89;185.02;0;0
412500;27500;22518;1861.71;85925.63;0;0
368500;27500;27500;10233.63;174838.24;0;1
0;0;0;7280.84;93402.74;0;0
330000;11000;14000;16739.1;361474.91;0;0
275000;52800;0;18694.48;264479.23;4;0
346500;0;0;27214.18;354096.81;0;0
374000;49500;0;24217.8;394564.67;0;0
438533;27500;27500;17075.08;317658;0;0
355301;0;0;12399.96;242625.33;0;0
467500;55000;58000;6067.49;85270.44;0;0
412500;27500;30500;25063.65;303636.86;0;0
425333;0;0;5225.19;89600.69;0;1
264000;49500;0;7276.93;149871.65;0;0
365017;0;0;4363.02;100624.48;0;0
352000;58300;58300;3205.99;27353.65;12;0
456500;55000;58000;50943.14;686090.67;0;0
247500;55000;0;682.22;8935.19;0;0
280500;66000;69000;24836.5;323159.73;0;0
357500;0;0;4144.95;48374.89;0;0
423500;55000;58000;3404.02;70292.5;0;0
396000;77000;77000;40816.61;684755.19;0;0
302500;49500;0;10219.25;95348.52;0;0
319000;44000;47000;3498.81;39975.48;0;0
902000;58300;0;9238.62;114805.23;0;0
676500;135300;138300;15892.08;630478.04;0;0
170500;107800;107800;16820;154445.12;0;0
209000;52800;0;6410.65;90353.26;0;0
297000;66000;66000;20229.06;465606.24;0;0
282883;49500;52500;8528.55;167003.43;0;0
264000;49500;52500;16246.49;96153.26;0;0
264000;49500;49500;6099.24;126401.12;0;1
220000;77000;77000;14530.95;184772.46;0;0
220000;0;0;6020.59;108863.24;0;0
401500;27500;30500;59445.94;676909.37;0;1
264000;49500;49500;20140.74;396946.45;0;0
60500;66723;37408;4.92;35.02;7;1
264000;49500;78000;15912.87;161733.5;0;1
346500;0;0;8946.23;113314.74;0;0
335500;0;0;38737.02;752479.41;0;1
346500;0;0;6875.17;156107.71;0;0
264000;49500;52500;16801.21;283527.59;0;0
368500;27500;30500;1379.19;26274.99;0;0
346500;0;0;9579.95;62548.16;0;1
225500;49500;62000;5863.45;70851.13;0;0
280500;49500;52500;4597.29;58833.07;0;0
236500;31570;0;2573.22;22073.38;0;0
330000;49500;52500;26751.51;404487.68;0;1
264000;49500;49500;24678.86;400700.31;0;1
429000;27500;46073;5779.75;95391.13;0;0
264000;49500;0;18830.93;302380.67;0;0
423500;151800;154800;21443.91;310728.39;4;0
462000;55000;0;17921.05;235278.33;0;0
346500;0;0;99648.32;857358.76;0;1
379500;28578;28732;11772.5;141339.33;7;0
506000;219971;212794;17711.04;364683.92;52;1
280500;49500;49500;10057.84;199012.38;0;0
357500;22000;25000;23049.48;178400.88;0;0
357500;22000;22000;2626.31;50838.77;0;1
164998;38500;38500;31823.44;480095.21;0;0
330000;55000;58000;29270.75;524695.48;14;1
456500;66000;66000;28723.5;573119.79;0;0
396000;111100;114100;6996.38;142630.35;0;0
338798;66000;66000;15256.76;228227.88;0;1
737000;66000;69000;14500.1;161379.37;7;0
396000;27500;30500;17080.26;206006.75;0;0
775500;0;0;16141.1;197994.72;0;0
264000;49500;27565;484.31;7260.83;0;0
374000;49500;18968;245259.1;379679.21;0;1
374000;49500;0;65522.95;532023.85;0;0
346500;0;0;17284.56;247594.28;0;1
214500;0;0;1507.31;13148.48;0;1
286000;55000;70500;19256.18;182820.17;0;0
264000;49500;56135;19864.45;211882.77;0;0
429000;33000;33000;40994.06;455455.26;0;0
445500;28600;0;13239.15;154588.23;2;0
577500;27500;55000;12080.04;323602.46;0;1
349433;0;0;14673.01;316392.33;0;0
330000;49500;0;8903.88;162522.34;0;0
335500;27500;0;8634.24;243683.4;0;0
302500;60500;63500;7017.92;134294.07;0;0
267300;49500;52500;5466.34;87703.84;0;0
346500;0;0;9273.33;182217.45;0;1
335500;66000;66000;8363.49;116562.34;0;0
264000;49500;52500;10224.44;186173.41;0;1
264000;49500;52500;12724.98;128820.06;0;1
370333;49500;49500;31303.56;367077.44;0;1
264000;49500;52500;17478.99;81731.27;0;1
264000;49500;0;4304.73;62221.96;1;0
264000;49500;22355;8041.12;87759.99;0;0
346500;0;0;35528.85;455022.08;0;1
297000;19800;0;5784.59;58766.78;0;1
368500;0;0;15501.44;219861.12;0;0
126500;52800;52800;8744.03;95119.62;0;0
137500;11000;11000;5443.91;92269.48;0;0
331284;66000;69000;15007.86;201389.38;0;1
137500;38500;38500;5679.5;82719.54;0;0
253000;151800;151800;33957.91;373375.51;0;0
214500;0;0;15771.2;145756.96;0;0
291500;22000;0;3161.63;54905.52;0;0
489500;102300;0;20794.99;266227.72;16;0
121000;102300;102300;26183.2;329984.43;1;0
148500;49500;49500;1709.48;24759.96;0;0
308000;33000;36000;13864.79;243829.53;0;0
478500;66000;90000;26361.16;370961.89;0;0
346500;0;0;5413.09;72199.71;0;1
264000;33000;33000;16457.83;358308.94;0;0
275000;52800;52800;15562.56;309102.07;0;1
390500;66000;107500;13292.75;111391.46;0;0
379500;55000;58000;4639.96;53397.13;0;0
550000;303631;222391;25698.44;394225.63;263;0
324500;27500;30500;8324.04;112977.72;0;0
264000;49500;63750;14190.37;173088.36;0;0
535517;0;0;10595.96;101368.39;0;1
